Port Name,State,Port Code,Border,Date,Measure,Value
Sarles,ND,3409,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,110
Sarles,ND,3409,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,14
Sarles,ND,3409,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,31
Sarles,ND,3409,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,45
Sasabe,AZ,2606,US-Mexico Border,03/01/2020 12:00:00 AM,Pedestrians,38
Sasabe,AZ,2606,US-Mexico Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,3246
Sasabe,AZ,2606,US-Mexico Border,03/01/2020 12:00:00 AM,Personal Vehicles,1768
Sault Sainte Marie,MI,3803,US-Canada Border,03/01/2020 12:00:00 AM,Bus Passengers,284
Sault Sainte Marie,MI,3803,US-Canada Border,03/01/2020 12:00:00 AM,Buses,27
Sault Sainte Marie,MI,3803,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,37193
Sault Sainte Marie,MI,3803,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,22617
Sault Sainte Marie,MI,3803,US-Canada Border,03/01/2020 12:00:00 AM,Rail Containers Empty,1764
Sault Sainte Marie,MI,3803,US-Canada Border,03/01/2020 12:00:00 AM,Rail Containers Full,1662
Sault Sainte Marie,MI,3803,US-Canada Border,03/01/2020 12:00:00 AM,Train Passengers,30
Sault Sainte Marie,MI,3803,US-Canada Border,03/01/2020 12:00:00 AM,Trains,31
Sault Sainte Marie,MI,3803,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,910
Sault Sainte Marie,MI,3803,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,3575
Sault Sainte Marie,MI,3803,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,3799
Scobey,MT,3309,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,302
Scobey,MT,3309,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,185
Scobey,MT,3309,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,82
Scobey,MT,3309,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,83
Sherwood,ND,3414,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,989
Sherwood,ND,3414,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,592
Sherwood,ND,3414,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,378
Sherwood,ND,3414,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,44
Sherwood,ND,3414,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,437
Skagway,AK,3103,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,1304
Skagway,AK,3103,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,633
Skagway,AK,3103,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,172
Skagway,AK,3103,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,344
Skagway,AK,3103,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,296
St. John,ND,3405,US-Canada Border,03/01/2020 12:00:00 AM,Bus Passengers,21
St. John,ND,3405,US-Canada Border,03/01/2020 12:00:00 AM,Buses,1
St. John,ND,3405,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,759
St. John,ND,3405,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,429
St. John,ND,3405,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,37
St. John,ND,3405,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,38
Sumas,WA,3009,US-Canada Border,03/01/2020 12:00:00 AM,Bus Passengers,210
Sumas,WA,3009,US-Canada Border,03/01/2020 12:00:00 AM,Buses,12
Sumas,WA,3009,US-Canada Border,03/01/2020 12:00:00 AM,Pedestrians,1773
Sumas,WA,3009,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,43977
Sumas,WA,3009,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,28533
Sumas,WA,3009,US-Canada Border,03/01/2020 12:00:00 AM,Rail Containers Empty,170
Sumas,WA,3009,US-Canada Border,03/01/2020 12:00:00 AM,Rail Containers Full,99
Sumas,WA,3009,US-Canada Border,03/01/2020 12:00:00 AM,Train Passengers,42
Sumas,WA,3009,US-Canada Border,03/01/2020 12:00:00 AM,Trains,12
Sumas,WA,3009,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,3812
Sumas,WA,3009,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,11560
Sumas,WA,3009,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,14453
Sweetgrass,MT,3310,US-Canada Border,03/01/2020 12:00:00 AM,Bus Passengers,12
Sweetgrass,MT,3310,US-Canada Border,03/01/2020 12:00:00 AM,Buses,1
Sweetgrass,MT,3310,US-Canada Border,03/01/2020 12:00:00 AM,Pedestrians,193
Sweetgrass,MT,3310,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,16878
Sweetgrass,MT,3310,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,6765
Sweetgrass,MT,3310,US-Canada Border,03/01/2020 12:00:00 AM,Rail Containers Empty,818
Sweetgrass,MT,3310,US-Canada Border,03/01/2020 12:00:00 AM,Rail Containers Full,2650
Sweetgrass,MT,3310,US-Canada Border,03/01/2020 12:00:00 AM,Train Passengers,210
Sweetgrass,MT,3310,US-Canada Border,03/01/2020 12:00:00 AM,Trains,38
Sweetgrass,MT,3310,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,2356
Sweetgrass,MT,3310,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,11249
Sweetgrass,MT,3310,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,12034
Tecate,CA,2505,US-Mexico Border,03/01/2020 12:00:00 AM,Pedestrians,33898
Tecate,CA,2505,US-Mexico Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,110322
Tecate,CA,2505,US-Mexico Border,03/01/2020 12:00:00 AM,Personal Vehicles,63334
Tecate,CA,2505,US-Mexico Border,03/01/2020 12:00:00 AM,Truck Containers Empty,2063
Tecate,CA,2505,US-Mexico Border,03/01/2020 12:00:00 AM,Truck Containers Full,3537
Tecate,CA,2505,US-Mexico Border,03/01/2020 12:00:00 AM,Trucks,5624
Tornillo-Fabens,TX,2404,US-Mexico Border,03/01/2020 12:00:00 AM,Pedestrians,2077
Tornillo-Fabens,TX,2404,US-Mexico Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,50339
Tornillo-Fabens,TX,2404,US-Mexico Border,03/01/2020 12:00:00 AM,Personal Vehicles,29055
Trout River,NY,715,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,7159
Trout River,NY,715,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,4051
Trout River,NY,715,US-Canada Border,03/01/2020 12:00:00 AM,Rail Containers Empty,677
Trout River,NY,715,US-Canada Border,03/01/2020 12:00:00 AM,Rail Containers Full,1985
Trout River,NY,715,US-Canada Border,03/01/2020 12:00:00 AM,Train Passengers,152
Trout River,NY,715,US-Canada Border,03/01/2020 12:00:00 AM,Trains,52
Trout River,NY,715,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,266
Trout River,NY,715,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,514
Trout River,NY,715,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,788
Turner,MT,3306,US-Canada Border,03/01/2020 12:00:00 AM,Pedestrians,1
Turner,MT,3306,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,492
Turner,MT,3306,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,244
Turner,MT,3306,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,6
Turner,MT,3306,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,11
Turner,MT,3306,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,17
Van Buren,ME,108,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,8991
Van Buren,ME,108,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,6314
Van Buren,ME,108,US-Canada Border,03/01/2020 12:00:00 AM,Rail Containers Empty,398
Van Buren,ME,108,US-Canada Border,03/01/2020 12:00:00 AM,Rail Containers Full,580
Van Buren,ME,108,US-Canada Border,03/01/2020 12:00:00 AM,Train Passengers,74
Van Buren,ME,108,US-Canada Border,03/01/2020 12:00:00 AM,Trains,37
Van Buren,ME,108,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,883
Van Buren,ME,108,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,1128
Van Buren,ME,108,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,1780
Vanceboro,ME,105,US-Canada Border,03/01/2020 12:00:00 AM,Pedestrians,3
Vanceboro,ME,105,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,1067
Vanceboro,ME,105,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,794
Vanceboro,ME,105,US-Canada Border,03/01/2020 12:00:00 AM,Rail Containers Empty,1279
Vanceboro,ME,105,US-Canada Border,03/01/2020 12:00:00 AM,Rail Containers Full,1049
Vanceboro,ME,105,US-Canada Border,03/01/2020 12:00:00 AM,Train Passengers,55
Vanceboro,ME,105,US-Canada Border,03/01/2020 12:00:00 AM,Trains,29
Vanceboro,ME,105,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,20
Vanceboro,ME,105,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,9
Vanceboro,ME,105,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,30
Walhalla,ND,3407,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,2234
Walhalla,ND,3407,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,1288
Walhalla,ND,3407,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,386
Walhalla,ND,3407,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,329
Walhalla,ND,3407,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,728
Warroad,MN,3423,US-Canada Border,03/01/2020 12:00:00 AM,Bus Passengers,111
Warroad,MN,3423,US-Canada Border,03/01/2020 12:00:00 AM,Buses,22
Warroad,MN,3423,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,8838
Warroad,MN,3423,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,3876
Warroad,MN,3423,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,534
Warroad,MN,3423,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,100
Warroad,MN,3423,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,643
Westhope,ND,3419,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,614
Westhope,ND,3419,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,312
Westhope,ND,3419,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,413
Westhope,ND,3419,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,263
Westhope,ND,3419,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,592
Whitlash,MT,3321,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,43
Whitlash,MT,3321,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,25
Wildhorse,MT,3323,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,572
Wildhorse,MT,3323,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,315
Wildhorse,MT,3323,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,1
Wildhorse,MT,3323,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,270
Wildhorse,MT,3323,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,158
Willow Creek,MT,3325,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,171
Willow Creek,MT,3325,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,95
Ysleta,TX,2401,US-Mexico Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,413216
Ysleta,TX,2401,US-Mexico Border,03/01/2020 12:00:00 AM,Personal Vehicles,248433
Ysleta,TX,2401,US-Mexico Border,03/01/2020 12:00:00 AM,Truck Containers Empty,10622
Ysleta,TX,2401,US-Mexico Border,03/01/2020 12:00:00 AM,Truck Containers Full,16180
Ysleta,TX,2401,US-Mexico Border,03/01/2020 12:00:00 AM,Trucks,53842
Alcan,AK,3104,US-Canada Border,02/01/2020 12:00:00 AM,Personal Vehicle Passengers,1414
Alcan,AK,3104,US-Canada Border,02/01/2020 12:00:00 AM,Personal Vehicles,763
Alcan,AK,3104,US-Canada Border,02/01/2020 12:00:00 AM,Truck Containers Empty,412
Alcan,AK,3104,US-Canada Border,02/01/2020 12:00:00 AM,Truck Containers Full,122
Alcan,AK,3104,US-Canada Border,02/01/2020 12:00:00 AM,Trucks,545
Alexandria Bay,NY,708,US-Canada Border,02/01/2020 12:00:00 AM,Bus Passengers,1174
Alexandria Bay,NY,708,US-Canada Border,02/01/2020 12:00:00 AM,Buses,36
Alexandria Bay,NY,708,US-Canada Border,02/01/2020 12:00:00 AM,Personal Vehicle Passengers,68630
Alexandria Bay,NY,708,US-Canada Border,02/01/2020 12:00:00 AM,Personal Vehicles,31696
Alexandria Bay,NY,708,US-Canada Border,02/01/2020 12:00:00 AM,Truck Containers Empty,1875
Alexandria Bay,NY,708,US-Canada Border,02/01/2020 12:00:00 AM,Truck Containers Full,13160
Alexandria Bay,NY,708,US-Canada Border,02/01/2020 12:00:00 AM,Trucks,14897
Algonac,MI,3814,US-Canada Border,02/01/2020 12:00:00 AM,Personal Vehicle Passengers,5173
Algonac,MI,3814,US-Canada Border,02/01/2020 12:00:00 AM,Personal Vehicles,2701
Ambrose,ND,3410,US-Canada Border,02/01/2020 12:00:00 AM,Personal Vehicle Passengers,274
Ambrose,ND,3410,US-Canada Border,02/01/2020 12:00:00 AM,Personal Vehicles,129
Ambrose,ND,3410,US-Canada Border,02/01/2020 12:00:00 AM,Truck Containers Empty,2
Ambrose,ND,3410,US-Canada Border,02/01/2020 12:00:00 AM,Trucks,2
Andrade,CA,2502,US-Mexico Border,02/01/2020 12:00:00 AM,Pedestrians,115655
Andrade,CA,2502,US-Mexico Border,02/01/2020 12:00:00 AM,Personal Vehicle Passengers,82972
Andrade,CA,2502,US-Mexico Border,02/01/2020 12:00:00 AM,Personal Vehicles,44277
Antler,ND,3413,US-Canada Border,02/01/2020 12:00:00 AM,Personal Vehicle Passengers,911
Antler,ND,3413,US-Canada Border,02/01/2020 12:00:00 AM,Personal Vehicles,451
Antler,ND,3413,US-Canada Border,02/01/2020 12:00:00 AM,Truck Containers Empty,136
Antler,ND,3413,US-Canada Border,02/01/2020 12:00:00 AM,Trucks,140
Baudette,MN,3424,US-Canada Border,02/01/2020 12:00:00 AM,Bus Passengers,229
Baudette,MN,3424,US-Canada Border,02/01/2020 12:00:00 AM,Buses,9
Baudette,MN,3424,US-Canada Border,02/01/2020 12:00:00 AM,Pedestrians,25
Baudette,MN,3424,US-Canada Border,02/01/2020 12:00:00 AM,Personal Vehicle Passengers,19445
Baudette,MN,3424,US-Canada Border,02/01/2020 12:00:00 AM,Personal Vehicles,11293
Baudette,MN,3424,US-Canada Border,02/01/2020 12:00:00 AM,Truck Containers Empty,507
Baudette,MN,3424,US-Canada Border,02/01/2020 12:00:00 AM,Truck Containers Full,28
Baudette,MN,3424,US-Canada Border,02/01/2020 12:00:00 AM,Trucks,543
Beecher Falls,VT,206,US-Canada Border,02/01/2020 12:00:00 AM,Personal Vehicle Passengers,4524
Beecher Falls,VT,206,US-Canada Border,02/01/2020 12:00:00 AM,Personal Vehicles,2779
Beecher Falls,VT,206,US-Canada Border,02/01/2020 12:00:00 AM,Truck Containers Empty,641
Beecher Falls,VT,206,US-Canada Border,02/01/2020 12:00:00 AM,Truck Containers Full,291
Beecher Falls,VT,206,US-Canada Border,02/01/2020 12:00:00 AM,Trucks,942
Blaine,WA,3004,US-Canada Border,02/01/2020 12:00:00 AM,Bus Passengers,13565
Blaine,WA,3004,US-Canada Border,02/01/2020 12:00:00 AM,Buses,758
Blaine,WA,3004,US-Canada Border,02/01/2020 12:00:00 AM,Personal Vehicle Passengers,490925
Blaine,WA,3004,US-Canada Border,02/01/2020 12:00:00 AM,Personal Vehicles,275045
Blaine,WA,3004,US-Canada Border,02/01/2020 12:00:00 AM,Rail Containers Empty,10090
Blaine,WA,3004,US-Canada Border,02/01/2020 12:00:00 AM,Rail Containers Full,7296
Blaine,WA,3004,US-Canada Border,02/01/2020 12:00:00 AM,Train Passengers,3283
Blaine,WA,3004,US-Canada Border,02/01/2020 12:00:00 AM,Trains,164
Blaine,WA,3004,US-Canada Border,02/01/2020 12:00:00 AM,Truck Containers Empty,9534
Blaine,WA,3004,US-Canada Border,02/01/2020 12:00:00 AM,Truck Containers Full,18745
Blaine,WA,3004,US-Canada Border,02/01/2020 12:00:00 AM,Trucks,27772
Boquillas,TX,2410,US-Mexico Border,02/01/2020 12:00:00 AM,Pedestrians,3036
Boundary,WA,3015,US-Canada Border,02/01/2020 12:00:00 AM,Bus Passengers,23
Boundary,WA,3015,US-Canada Border,02/01/2020 12:00:00 AM,Buses,1
Boundary,WA,3015,US-Canada Border,02/01/2020 12:00:00 AM,Pedestrians,2
Boundary,WA,3015,US-Canada Border,02/01/2020 12:00:00 AM,Personal Vehicle Passengers,3042
Boundary,WA,3015,US-Canada Border,02/01/2020 12:00:00 AM,Personal Vehicles,1805
Boundary,WA,3015,US-Canada Border,02/01/2020 12:00:00 AM,Rail Containers Empty,463
Boundary,WA,3015,US-Canada Border,02/01/2020 12:00:00 AM,Rail Containers Full,635
Boundary,WA,3015,US-Canada Border,02/01/2020 12:00:00 AM,Train Passengers,48
Boundary,WA,3015,US-Canada Border,02/01/2020 12:00:00 AM,Trains,24
Boundary,WA,3015,US-Canada Border,02/01/2020 12:00:00 AM,Truck Containers Empty,15
Boundary,WA,3015,US-Canada Border,02/01/2020 12:00:00 AM,Trucks,15
Bridgewater,ME,127,US-Canada Border,02/01/2020 12:00:00 AM,Personal Vehicle Passengers,4818
Bridgewater,ME,127,US-Canada Border,02/01/2020 12:00:00 AM,Personal Vehicles,2740
Bridgewater,ME,127,US-Canada Border,02/01/2020 12:00:00 AM,Truck Containers Empty,186
Bridgewater,ME,127,US-Canada Border,02/01/2020 12:00:00 AM,Truck Containers Full,31
Bridgewater,ME,127,US-Canada Border,02/01/2020 12:00:00 AM,Trucks,218
Brownsville,TX,2301,US-Mexico Border,02/01/2020 12:00:00 AM,Bus Passengers,3072
Brownsville,TX,2301,US-Mexico Border,02/01/2020 12:00:00 AM,Buses,469
Brownsville,TX,2301,US-Mexico Border,02/01/2020 12:00:00 AM,Pedestrians,232880
Brownsville,TX,2301,US-Mexico Border,02/01/2020 12:00:00 AM,Personal Vehicle Passengers,638585
Brownsville,TX,2301,US-Mexico Border,02/01/2020 12:00:00 AM,Personal Vehicles,361923
Brownsville,TX,2301,US-Mexico Border,02/01/2020 12:00:00 AM,Rail Containers Empty,7226
Brownsville,TX,2301,US-Mexico Border,02/01/2020 12:00:00 AM,Rail Containers Full,923
Brownsville,TX,2301,US-Mexico Border,02/01/2020 12:00:00 AM,Trains,84
Brownsville,TX,2301,US-Mexico Border,02/01/2020 12:00:00 AM,Truck Containers Empty,12733
Brownsville,TX,2301,US-Mexico Border,02/01/2020 12:00:00 AM,Truck Containers Full,10313
Brownsville,TX,2301,US-Mexico Border,02/01/2020 12:00:00 AM,Trucks,23012
Buffalo-Niagara Falls,NY,901,US-Canada Border,02/01/2020 12:00:00 AM,Bus Passengers,17341
Buffalo-Niagara Falls,NY,901,US-Canada Border,02/01/2020 12:00:00 AM,Buses,747
Buffalo-Niagara Falls,NY,901,US-Canada Border,02/01/2020 12:00:00 AM,Pedestrians,8443
Buffalo-Niagara Falls,NY,901,US-Canada Border,02/01/2020 12:00:00 AM,Personal Vehicle Passengers,603760
Buffalo-Niagara Falls,NY,901,US-Canada Border,02/01/2020 12:00:00 AM,Personal Vehicles,296867
Buffalo-Niagara Falls,NY,901,US-Canada Border,02/01/2020 12:00:00 AM,Rail Containers Empty,2739
Buffalo-Niagara Falls,NY,901,US-Canada Border,02/01/2020 12:00:00 AM,Rail Containers Full,8933
Buffalo-Niagara Falls,NY,901,US-Canada Border,02/01/2020 12:00:00 AM,Train Passengers,707
Buffalo-Niagara Falls,NY,901,US-Canada Border,02/01/2020 12:00:00 AM,Trains,155
Buffalo-Niagara Falls,NY,901,US-Canada Border,02/01/2020 12:00:00 AM,Truck Containers Empty,17323
Buffalo-Niagara Falls,NY,901,US-Canada Border,02/01/2020 12:00:00 AM,Truck Containers Full,51203
Buffalo-Niagara Falls,NY,901,US-Canada Border,02/01/2020 12:00:00 AM,Trucks,67684
Calais,ME,115,US-Canada Border,02/01/2020 12:00:00 AM,Bus Passengers,178
Calais,ME,115,US-Canada Border,02/01/2020 12:00:00 AM,Buses,7
Calais,ME,115,US-Canada Border,02/01/2020 12:00:00 AM,Pedestrians,289
Calais,ME,115,US-Canada Border,02/01/2020 12:00:00 AM,Personal Vehicle Passengers,65505
Calais,ME,115,US-Canada Border,02/01/2020 12:00:00 AM,Personal Vehicles,40956
Calais,ME,115,US-Canada Border,02/01/2020 12:00:00 AM,Rail Containers Empty,58
Calais,ME,115,US-Canada Border,02/01/2020 12:00:00 AM,Rail Containers Full,75
Calais,ME,115,US-Canada Border,02/01/2020 12:00:00 AM,Train Passengers,26
Calais,ME,115,US-Canada Border,02/01/2020 12:00:00 AM,Trains,12
Calais,ME,115,US-Canada Border,02/01/2020 12:00:00 AM,Truck Containers Empty,1589
Calais,ME,115,US-Canada Border,02/01/2020 12:00:00 AM,Truck Containers Full,2868
Calais,ME,115,US-Canada Border,02/01/2020 12:00:00 AM,Trucks,4395
Calexico,CA,2503,US-Mexico Border,02/01/2020 12:00:00 AM,Pedestrians,280949
Calexico,CA,2503,US-Mexico Border,02/01/2020 12:00:00 AM,Personal Vehicle Passengers,678645
Calexico,CA,2503,US-Mexico Border,02/01/2020 12:00:00 AM,Personal Vehicles,419497
Calexico East,CA,2507,US-Mexico Border,02/01/2020 12:00:00 AM,Bus Passengers,3880
Calexico East,CA,2507,US-Mexico Border,02/01/2020 12:00:00 AM,Buses,97
Calexico East,CA,2507,US-Mexico Border,02/01/2020 12:00:00 AM,Pedestrians,36008
Calexico East,CA,2507,US-Mexico Border,02/01/2020 12:00:00 AM,Personal Vehicle Passengers,401101
Calexico East,CA,2507,US-Mexico Border,02/01/2020 12:00:00 AM,Personal Vehicles,239387
Calexico East,CA,2507,US-Mexico Border,02/01/2020 12:00:00 AM,Rail Containers Empty,526
Calexico East,CA,2507,US-Mexico Border,02/01/2020 12:00:00 AM,Rail Containers Full,45
Calexico East,CA,2507,US-Mexico Border,02/01/2020 12:00:00 AM,Train Passengers,18
Calexico East,CA,2507,US-Mexico Border,02/01/2020 12:00:00 AM,Trains,17
Calexico East,CA,2507,US-Mexico Border,02/01/2020 12:00:00 AM,Truck Containers Empty,14588
Calexico East,CA,2507,US-Mexico Border,02/01/2020 12:00:00 AM,Truck Containers Full,18946
Calexico East,CA,2507,US-Mexico Border,02/01/2020 12:00:00 AM,Trucks,33203
Carbury,ND,3421,US-Canada Border,02/01/2020 12:00:00 AM,Bus Passengers,51
Carbury,ND,3421,US-Canada Border,02/01/2020 12:00:00 AM,Buses,3
Carbury,ND,3421,US-Canada Border,02/01/2020 12:00:00 AM,Personal Vehicle Passengers,2208
Carbury,ND,3421,US-Canada Border,02/01/2020 12:00:00 AM,Personal Vehicles,1100
Carbury,ND,3421,US-Canada Border,02/01/2020 12:00:00 AM,Truck Containers Empty,101
Carbury,ND,3421,US-Canada Border,02/01/2020 12:00:00 AM,Truck Containers Full,290
Carbury,ND,3421,US-Canada Border,02/01/2020 12:00:00 AM,Trucks,246
Champlain-Rouses Point,NY,712,US-Canada Border,02/01/2020 12:00:00 AM,Personal Vehicle Passengers,126874
Champlain-Rouses Point,NY,712,US-Canada Border,02/01/2020 12:00:00 AM,Personal Vehicles,55925
Champlain-Rouses Point,NY,712,US-Canada Border,02/01/2020 12:00:00 AM,Rail Containers Empty,431
Champlain-Rouses Point,NY,712,US-Canada Border,02/01/2020 12:00:00 AM,Rail Containers Full,2523
Champlain-Rouses Point,NY,712,US-Canada Border,02/01/2020 12:00:00 AM,Trains,46
Champlain-Rouses Point,NY,712,US-Canada Border,02/01/2020 12:00:00 AM,Truck Containers Empty,3404
Champlain-Rouses Point,NY,712,US-Canada Border,02/01/2020 12:00:00 AM,Truck Containers Full,20016
Champlain-Rouses Point,NY,712,US-Canada Border,02/01/2020 12:00:00 AM,Trucks,22589
